INFO  15:21:55 Using data-center name 'datacenter1' for DCAwareRoundRobinPolicy (if this is incorrect, please provide the correct datacenter name with DCAwareRoundRobinPolicy constructor)
INFO  15:21:55 New Cassandra host /172.31.7.56:9042 added
Connected to cluster: Test Cluster
Datatacenter: datacenter1; Host: /172.31.7.56; Rack: rack1
Created schema. Sleeping 1s for propagation.
Sleeping 2s...
Warming up likelyquery0 with 50000 iterations...
Failed to connect over JMX; not collecting these stats
Running [likelyquery0] with 250 threads for 20000000 iteration
Failed to connect over JMX; not collecting these stats
type,      total ops,    op/s,    pk/s,   row/s,    mean,     med,     .95,     .99,    .999,     max,   time,   stderr, errors,  gc: #,  max ms,  sum ms,  sdv ms,      mb
total,        293798,    1662,    1662,    1662,   151.2,   148.1,   186.4,   209.8,   237.2,   265.7,  180.2,  0.00404,      0,      0,       0,       0,       0,       0
total,        295705,    1610,    1610,    1610,   150.3,   146.4,   189.3,   211.8,   254.6,   274.7,  181.4,  0.00401,      0,      0,       0,       0,       0,       0
total,        297607,    1634,    1634,    1634,   157.3,   150.4,   207.9,   236.6,   257.3,   311.5,  182.5,  0.00399,      0,      0,       0,       0,       0,       0
total,        299435,    1543,    1543,    1543,   160.6,   153.5,   210.0,   241.4,   279.4,   286.3,  183.7,  0.00398,      0,      0,       0,       0,       0,       0
total,        301328,    1592,    1592,    1592,   157.8,   148.4,   219.5,   250.5,   304.8,   309.0,  184.9,  0.00396,      0,      0,       0,       0,       0,       0
total,        303206,    1602,    1602,    1602,   157.7,   149.4,   208.1,   236.7,   262.4,   286.5,  186.1,  0.00393,      0,      0,       0,       0,       0,       0
total,        305159,    1656,    1656,    1656,   150.2,   146.2,   187.8,   210.1,   242.0,   261.9,  187.3,  0.00391,      0,      0,       0,       0,       0,       0
total,        307090,    1554,    1554,    1554,   160.1,   148.0,   222.7,   255.2,   288.0,   288.3,  188.5,  0.00390,      0,      0,       0,       0,       0,       0
total,        309084,    1642,    1642,    1642,   152.5,   149.8,   188.7,   219.4,   264.5,   281.6,  189.7,  0.00387,      0,      0,       0,       0,       0,       0
total,        311081,    1699,    1699,    1699,   147.4,   142.7,   185.8,   214.1,   254.9,   271.6,  190.9,  0.00386,      0,      0,       0,       0,       0,       0
total,        313164,    1656,    1656,    1656,   151.4,   146.8,   192.8,   221.9,   261.3,   282.3,  192.2,  0.00383,      0,      0,       0,       0,       0,       0
total,        314995,    1568,    1568,    1568,   153.6,   146.6,   204.9,   232.3,   263.7,   283.9,  193.3,  0.00382,      0,      0,       0,       0,       0,       0
total,        316967,    1695,    1695,    1695,   152.9,   144.7,   206.5,   243.6,   272.9,   275.4,  194.5,  0.00380,      0,      0,       0,       0,       0,       0
total,        318839,    1558,    1558,    1558,   160.3,   150.2,   217.9,   250.1,   292.5,   314.1,  195.7,  0.00379,      0,      0,       0,       0,       0,       0
total,        320919,    1712,    1712,    1712,   145.9,   142.5,   180.4,   203.3,   225.6,   291.9,  196.9,  0.00378,      0,      0,       0,       0,       0,       0
total,        322911,    1646,    1646,    1646,   152.0,   146.6,   193.1,   226.0,   274.9,   278.3,  198.1,  0.00375,      0,      0,       0,       0,       0,       0
total,        324905,    1661,    1661,    1661,   149.7,   142.9,   196.0,   223.7,   263.8,   272.8,  199.3,  0.00373,      0,      0,       0,       0,       0,       0
total,        326979,    1679,    1679,    1679,   146.9,   143.4,   178.5,   202.1,   236.2,   239.9,  200.5,  0.00371,      0,      0,       0,       0,       0,       0
total,        328997,    1731,    1731,    1731,   146.4,   142.3,   183.4,   205.0,   241.8,   279.5,  201.7,  0.00371,      0,      0,       0,       0,       0,       0
total,        330917,    1646,    1646,    1646,   151.9,   147.4,   194.6,   219.0,   249.1,   257.2,  202.9,  0.00369,      0,      0,       0,       0,       0,       0
total,        332863,    1662,    1662,    1662,   150.1,   145.5,   187.4,   212.3,   269.0,   277.1,  204.0,  0.00367,      0,      0,       0,       0,       0,       0
total,        334878,    1672,    1672,    1672,   150.2,   146.4,   190.9,   222.3,   239.1,   277.2,  205.3,  0.00365,      0,      0,       0,       0,       0,       0
total,        336846,    1632,    1632,    1632,   153.9,   147.5,   201.2,   228.1,   267.1,   269.9,  206.5,  0.00362,      0,      0,       0,       0,       0,       0
total,        338811,    1648,    1648,    1648,   150.6,   148.0,   186.6,   208.6,   230.4,   234.1,  207.7,  0.00360,      0,      0,       0,       0,       0,       0
total,        340845,    1680,    1680,    1680,   149.6,   144.7,   190.1,   214.7,   251.4,   273.2,  208.9,  0.00359,      0,      0,       0,       0,       0,       0
total,        342756,    1633,    1633,    1633,   153.6,   145.6,   197.1,   231.3,   270.9,   274.6,  210.0,  0.00357,      0,      0,       0,       0,       0,       0
total,        344776,    1697,    1697,    1697,   147.0,   142.7,   185.4,   216.6,   243.3,   247.5,  211.2,  0.00355,      0,      0,       0,       0,       0,       0
total,        346749,    1607,    1607,    1607,   155.3,   150.3,   200.8,   231.2,   266.3,   274.7,  212.5,  0.00353,      0,      0,       0,       0,       0,       0
total,        348741,    1665,    1665,    1665,   151.8,   147.8,   193.6,   215.0,   240.7,   245.5,  213.6,  0.00352,      0,      0,       0,       0,       0,       0
total,        350751,    1661,    1661,    1661,   148.1,   144.4,   184.5,   211.7,   243.2,   262.8,  214.9,  0.00350,      0,      0,       0,       0,       0,       0
total,        352668,    1588,    1588,    1588,   157.7,   154.3,   200.2,   225.7,   261.3,   268.0,  216.1,  0.00348,      0,      0,       0,       0,       0,       0
total,        354593,    1653,    1653,    1653,   151.5,   147.3,   190.7,   215.2,   244.1,   267.1,  217.2,  0.00346,      0,      0,       0,       0,       0,       0
total,        356574,    1692,    1692,    1692,   148.4,   143.5,   184.1,   220.8,   258.9,   272.1,  218.4,  0.00345,      0,      0,       0,       0,       0,       0
total,        358604,    1618,    1618,    1618,   154.2,   148.8,   194.8,   222.9,   251.9,   296.0,  219.7,  0.00343,      0,      0,       0,       0,       0,       0
total,        360505,    1594,    1594,    1594,   152.9,   147.9,   196.8,   221.5,   237.2,   273.3,  220.8,  0.00341,      0,      0,       0,       0,       0,       0
total,        362521,    1693,    1693,    1693,   151.3,   146.0,   193.9,   229.2,   255.4,   289.3,  222.0,  0.00340,      0,      0,       0,       0,       0,       0
total,        364387,    1595,    1595,    1595,   157.5,   146.3,   214.3,   246.9,   274.2,   274.3,  223.2,  0.00339,      0,      0,       0,       0,       0,       0
total,        366364,    1675,    1675,    1675,   148.2,   144.3,   185.2,   210.9,   251.4,   260.2,  224.4,  0.00337,      0,      0,       0,       0,       0,       0
total,        368350,    1673,    1673,    1673,   149.2,   145.9,   187.4,   214.2,   240.4,   284.0,  225.6,  0.00335,      0,      0,       0,       0,       0,       0
total,        370271,    1606,    1606,    1606,   155.0,   145.0,   211.8,   241.8,   285.1,   302.8,  226.8,  0.00334,      0,      0,       0,       0,       0,       0
total,        372249,    1641,    1641,    1641,   153.0,   149.1,   191.5,   220.3,   248.5,   268.3,  228.0,  0.00332,      0,      0,       0,       0,       0,       0
total,        374294,    1665,    1665,    1665,   151.2,   144.8,   198.9,   228.8,   250.4,   257.1,  229.2,  0.00330,      0,      0,       0,       0,       0,       0
total,        376188,    1598,    1598,    1598,   148.6,   144.3,   192.0,   222.5,   237.5,   250.8,  230.4,  0.00329,      0,      0,       0,       0,       0,       0
total,        378166,    1637,    1637,    1637,   159.2,   152.2,   209.4,   238.6,   288.0,   309.3,  231.6,  0.00327,      0,      0,       0,       0,       0,       0
total,        380049,    1605,    1605,    1605,   157.2,   149.6,   210.5,   239.4,   271.4,   280.0,  232.8,  0.00326,      0,      0,       0,       0,       0,       0
total,        382038,    1681,    1681,    1681,   148.6,   141.8,   200.0,   225.3,   259.2,   287.5,  234.0,  0.00324,      0,      0,       0,       0,       0,       0
total,        384068,    1620,    1620,    1620,   153.7,   148.1,   199.0,   226.4,   260.8,   284.0,  235.2,  0.00323,      0,      0,       0,       0,       0,       0
total,        386041,    1668,    1668,    1668,   151.0,   146.6,   190.0,   228.4,   253.6,   256.7,  236.4,  0.00321,      0,      0,       0,       0,       0,       0
total,        388102,    1701,    1701,    1701,   145.8,   141.6,   185.0,   210.6,   253.4,   266.0,  237.6,  0.00320,      0,      0,       0,       0,       0,       0
total,        390041,    1590,    1590,    1590,   157.2,   152.2,   204.9,   233.2,   273.0,   276.1,  238.8,  0.00319,      0,      0,       0,       0,       0,       0
total,        391976,    1615,    1615,    1615,   154.8,   148.7,   198.0,   224.7,   262.6,   266.8,  240.0,  0.00317,      0,      0,       0,       0,       0,       0
total,        394017,    1651,    1651,    1651,   151.6,   147.5,   188.8,   214.6,   239.7,   249.3,  241.3,  0.00316,      0,      0,       0,       0,       0,       0
total,        396024,    1612,    1612,    1612,   153.9,   150.7,   189.6,   210.2,   250.3,   264.9,  242.5,  0.00314,      0,      0,       0,       0,       0,       0
total,        397961,    1625,    1625,    1625,   154.0,   149.3,   197.1,   222.5,   240.7,   246.2,  243.7,  0.00313,      0,      0,       0,       0,       0,       0
total,        400028,    1690,    1690,    1690,   148.4,   142.6,   192.5,   223.6,   262.1,   268.2,  244.9,  0.00312,      0,      0,       0,       0,       0,       0
total,        401978,    1627,    1627,    1627,   153.2,   150.3,   196.4,   222.4,   266.9,   267.3,  246.1,  0.00310,      0,      0,       0,       0,       0,       0
total,        403887,    1618,    1618,    1618,   153.2,   147.7,   196.0,   219.8,   254.9,   262.2,  247.3,  0.00309,      0,      0,       0,       0,       0,       0
total,        405814,    1650,    1650,    1650,   153.0,   148.8,   197.9,   222.4,   255.5,   255.5,  248.5,  0.00307,      0,      0,       0,       0,       0,       0
total,        407735,    1619,    1619,    1619,   155.7,   150.3,   198.1,   231.1,   278.4,   307.1,  249.6,  0.00306,      0,      0,       0,       0,       0,       0
total,        409706,    1671,    1671,    1671,   147.9,   143.7,   183.4,   211.3,   250.4,   263.0,  250.8,  0.00305,      0,      0,       0,       0,       0,       0
total,        411654,    1617,    1617,    1617,   155.7,   149.0,   206.7,   245.0,   284.1,   285.6,  252.0,  0.00303,      0,      0,       0,       0,       0,       0
total,        413562,    1570,    1570,    1570,   159.2,   148.0,   222.6,   252.3,   318.6,   326.5,  253.3,  0.00302,      0,      0,       0,       0,       0,       0
total,        415493,    1662,    1662,    1662,   149.2,   146.3,   187.8,   227.5,   294.2,   303.6,  254.4,  0.00301,      0,      0,       0,       0,       0,       0
total,        417509,    1651,    1651,    1651,   152.1,   148.2,   195.3,   229.8,   250.1,   268.5,  255.6,  0.00300,      0,      0,       0,       0,       0,       0
total,        419373,    1578,    1578,    1578,   154.3,   148.7,   200.8,   228.5,   261.7,   276.5,  256.8,  0.00299,      0,      0,       0,       0,       0,       0
total,        421394,    1691,    1691,    1691,   152.4,   148.7,   190.3,   216.5,   254.0,   274.3,  258.0,  0.00298,      0,      0,       0,       0,       0,       0
total,        423322,    1613,    1613,    1613,   154.6,   147.8,   205.8,   236.1,   258.0,   258.1,  259.2,  0.00296,      0,      0,       0,       0,       0,       0
total,        425275,    1677,    1677,    1677,   148.6,   142.6,   192.6,   224.3,   256.4,   261.0,  260.4,  0.00295,      0,      0,       0,       0,       0,       0
total,        427216,    1599,    1599,    1599,   155.9,   151.1,   196.2,   224.3,   254.8,   255.4,  261.6,  0.00294,      0,      0,       0,       0,       0,       0
total,        429067,    1563,    1563,    1563,   156.7,   148.9,   208.4,   231.1,   281.2,   294.5,  262.8,  0.00293,      0,      0,       0,       0,       0,       0
total,        431042,    1704,    1704,    1704,   150.8,   142.8,   203.0,   230.8,   267.1,   270.2,  263.9,  0.00293,      0,      0,       0,       0,       0,       0
total,        432899,    1550,    1550,    1550,   161.2,   151.4,   216.7,   245.0,   284.7,   313.6,  265.1,  0.00292,      0,      0,       0,       0,       0,       0
total,        434878,    1651,    1651,    1651,   151.1,   147.4,   190.5,   225.0,   259.6,   265.8,  266.3,  0.00291,      0,      0,       0,       0,       0,       0
total,        436886,    1662,    1662,    1662,   150.1,   146.1,   192.3,   219.2,   249.6,   256.3,  267.5,  0.00290,      0,      0,       0,       0,       0,       0
total,        438836,    1669,    1669,    1669,   148.9,   143.5,   189.9,   215.4,   258.2,   278.4,  268.7,  0.00289,      0,      0,       0,       0,       0,       0
total,        440840,    1677,    1677,    1677,   150.8,   145.2,   191.7,   217.1,   244.5,   280.2,  269.9,  0.00288,      0,      0,       0,       0,       0,       0
total,        442844,    1646,    1646,    1646,   151.7,   145.2,   197.1,   225.1,   256.9,   288.1,  271.1,  0.00286,      0,      0,       0,       0,       0,       0
total,        444846,    1627,    1627,    1627,   152.6,   149.1,   194.3,   226.4,   243.5,   265.7,  272.3,  0.00285,      0,      0,       0,       0,       0,       0
total,        446888,    1654,    1654,    1654,   151.5,   147.8,   189.2,   225.5,   264.3,   280.6,  273.6,  0.00284,      0,      0,       0,       0,       0,       0
total,        448924,    1658,    1658,    1658,   150.9,   146.3,   192.5,   220.7,   253.0,   274.1,  274.8,  0.00283,      0,      0,       0,       0,       0,       0
total,        450835,    1604,    1604,    1604,   155.8,   149.4,   203.5,   232.0,   259.9,   262.7,  276.0,  0.00282,      0,      0,       0,       0,       0,       0
total,        452894,    1722,    1722,    1722,   145.9,   142.9,   183.5,   210.9,   241.7,   260.9,  277.2,  0.00281,      0,      0,       0,       0,       0,       0
total,        454846,    1634,    1634,    1634,   152.9,   144.3,   202.8,   236.3,   268.7,   283.4,  278.4,  0.00280,      0,      0,       0,       0,       0,       0
total,        456742,    1631,    1631,    1631,   152.7,   145.2,   218.6,   241.8,   285.6,   310.6,  279.5,  0.00279,      0,      0,       0,       0,       0,       0
total,        458702,    1584,    1584,    1584,   157.5,   151.3,   208.0,   238.0,   285.2,   287.7,  280.8,  0.00278,      0,      0,       0,       0,       0,       0
total,        460714,    1681,    1681,    1681,   150.0,   147.4,   190.8,   212.5,   236.4,   273.2,  282.0,  0.00277,      0,      0,       0,       0,       0,       0
total,        462720,    1704,    1704,    1704,   146.1,   142.6,   179.7,   207.1,   250.6,   269.3,  283.2,  0.00276,      0,      0,       0,       0,       0,       0
total,        464740,    1676,    1676,    1676,   149.1,   146.0,   189.1,   215.8,   237.4,   241.5,  284.4,  0.00275,      0,      0,       0,       0,       0,       0
total,        466610,    1578,    1578,    1578,   158.9,   150.8,   212.0,   240.7,   278.0,   279.1,  285.6,  0.00275,      0,      0,       0,       0,       0,       0
total,        468620,    1702,    1702,    1702,   146.7,   142.3,   193.0,   221.9,   249.5,   254.2,  286.7,  0.00274,      0,      0,       0,       0,       0,       0
total,        470635,    1634,    1634,    1634,   153.0,   146.5,   198.0,   225.3,   258.7,   266.1,  288.0,  0.00273,      0,      0,       0,       0,       0,       0
total,        472688,    1668,    1668,    1668,   149.4,   143.0,   192.1,   216.7,   268.9,   285.5,  289.2,  0.00272,      0,      0,       0,       0,       0,       0
total,        474640,    1682,    1682,    1682,   147.9,   144.0,   186.9,   216.2,   236.8,   238.3,  290.4,  0.00271,      0,      0,       0,       0,       0,       0
total,        476640,    1620,    1620,    1620,   155.1,   146.9,   212.6,   245.8,   293.8,   293.9,  291.6,  0.00270,      0,      0,       0,       0,       0,       0
total,        478561,    1599,    1599,    1599,   151.7,   144.8,   200.6,   227.6,   264.9,   289.7,  292.8,  0.00269,      0,      0,       0,       0,       0,       0
total,        480553,    1710,    1710,    1710,   150.3,   142.8,   198.4,   226.5,   272.3,   274.1,  294.0,  0.00268,      0,      0,       0,       0,       0,       0
total,        482513,    1643,    1643,    1643,   151.8,   145.0,   196.5,   224.9,   252.5,   254.8,  295.2,  0.00267,      0,      0,       0,       0,       0,       0
total,        484488,    1645,    1645,    1645,   153.3,   147.9,   195.1,   219.7,   268.7,   270.7,  296.4,  0.00266,      0,      0,       0,       0,       0,       0
total,        486511,    1629,    1629,    1629,   152.5,   144.9,   195.7,   231.7,   269.7,   298.8,  297.6,  0.00265,      0,      0,       0,       0,       0,       0
total,        488554,    1655,    1655,    1655,   151.8,   149.0,   189.5,   212.8,   252.9,   273.9,  298.8,  0.00264,      0,      0,       0,       0,       0,       0
total,        490490,    1645,    1645,    1645,   150.1,   145.1,   189.2,   216.7,   256.9,   258.3,  300.0,  0.00263,      0,      0,       0,       0,       0,       0
total,        492519,    1680,    1680,    1680,   150.0,   147.1,   187.5,   210.8,   245.9,   247.4,  301.2,  0.00262,      0,      0,       0,       0,       0,       0
total,        494416,    1624,    1624,    1624,   154.2,   149.8,   195.4,   225.0,   253.6,   254.4,  302.4,  0.00261,      0,      0,       0,       0,       0,       0
total,        496406,    1669,    1669,    1669,   149.5,   143.5,   190.9,   222.6,   245.9,   247.2,  303.6,  0.00260,      0,      0,       0,       0,       0,       0
total,        498423,    1673,    1673,    1673,   150.2,   144.4,   193.8,   224.6,   246.8,   292.3,  304.8,  0.00259,      0,      0,       0,       0,       0,       0
total,        500326,    1614,    1614,    1614,   154.8,   149.5,   196.8,   221.6,   276.4,   280.0,  306.0,  0.00259,      0,      0,       0,       0,       0,       0
total,        502307,    1682,    1682,    1682,   147.9,   143.8,   184.3,   206.1,   257.7,   261.5,  307.1,  0.00258,      0,      0,       0,       0,       0,       0
total,        504364,    1683,    1683,    1683,   149.3,   143.1,   193.4,   223.5,   249.8,   276.7,  308.4,  0.00257,      0,      0,       0,       0,       0,       0
total,        506339,    1690,    1690,    1690,   149.0,   143.6,   188.3,   220.7,   246.6,   254.7,  309.5,  0.00256,      0,      0,       0,       0,       0,       0
total,        508345,    1714,    1714,    1714,   144.0,   139.3,   181.9,   207.9,   240.1,   249.2,  310.7,  0.00256,      0,      0,       0,       0,       0,       0
total,        510392,    1647,    1647,    1647,   153.0,   144.4,   205.1,   239.8,   272.9,   299.6,  311.9,  0.00255,      0,      0,       0,       0,       0,       0
total,        512325,    1639,    1639,    1639,   151.3,   144.4,   196.5,   224.9,   274.7,   283.9,  313.1,  0.00254,      0,      0,       0,       0,       0,       0
